ESTADO,UNIVERSIDAD,CAMPUS,Matricula_Total
BAJA CALIFORNIA,"ESPACIO, CENTRO DE PSICOLOGÍA Y SEXOLOGÍA INTEGRATIVA","ESPACIO, CENTRO DE PSICOLOGÍA Y SEXOLOGÍA INTEGRATIVA - CAMPUS TIJUANA",27
BAJA CALIFORNIA,"INIDE, INSTITUTO INTERNACIONAL PARA EL DESARROLLO EMPRESARIAL, S.C.","INSTITUTO INTERNACIONAL PARA EL DESARROLLO EMPRESARIAL, S.C.",979
BAJA CALIFORNIA,"INPADE, INSTITUTO PARA EL DESARROLLO EMPRENDEDOR","INPADE, INSTITUTO PARA EL DESARROLLO EMPRENDEDOR",0
BAJA CALIFORNIA,INSTITUTO DE BELLAS ARTES DEL ESTADO DE BAJA CALIFORNIA,INSTITUTO DE BELLAS ARTES DEL ESTADO DE BAJA CALIFORNIA,88
BAJA CALIFORNIA,INSTITUTO DE EDUCACIÓN SUPERIOR EN EMPRENDIMIENTO Y NEGOCIOS,INSTITUTO DE EDUCACIÓN SUPERIOR EN EMPRENDIMIENTO Y NEGOCIOS,37
BAJA CALIFORNIA,INSTITUTO DE GASTRONOMÍA DE BAJA CALIFORNIA,INSTITUTO DE GASTRONOMÍA DE BAJA CALIFORNIA,130
BAJA CALIFORNIA,INSTITUTO DE POSGRADO EN CIENCIAS PENALES Y POLÍTICA CRIMINAL DE BAJA CALIFORNIA,INSTITUTO DE POSGRADO EN CIENCIAS PENALES Y POLÍTICA CRIMINAL DE BAJA CALIFORNIA,488
BAJA CALIFORNIA,INSTITUTO EDUCATIVO JOSÉ VASCONCELOS,INSTITUTO EDUCATIVO JOSÉ VASCONCELOS,"2,099"
BAJA CALIFORNIA,INSTITUTO INJUS B.C.,INSTITUTO INJUS B.C.,82
BAJA CALIFORNIA,INSTITUTO INTERAMERICANO DE ESTUDIOS SUPERIORES DE BAJA CALIFORNIA S.C.,"INSTITUTO INTERAMERICANO DE ESTUDIOS SUPERIORES DE BAJA CALIFORNIA, S.C.",11
BAJA CALIFORNIA,INSTITUTO MCLAREN DE PEDAGÓGICA CRITICA S.C.,INSTITUTO MCLAREN DE PEDAGOGÍA CRITICA S.C.,205
BAJA CALIFORNIA,INSTITUTO ODONTOLÓGICO DE ESPECIALIDADES DE TIJUANA,INSTITUTO ODONTOLÓGICO DE ESPECIALIDADES DE TIJUANA,100
BAJA CALIFORNIA,INSTITUTO PALAQUENSE DE EDUCACIÓN SUPERIOR,INSTITUTO PALAQUENSE DE EDUCACIÓN SUPERIOR,25
BAJA CALIFORNIA,INSTITUTO POLITÉCNICO NACIONAL,CENTRO DE INVESTIGACIÓN Y DESARROLLO DE TECNOLOGÍA DIGITAL DEL IPN,35
BAJA CALIFORNIA,INSTITUTO SUPERIOR DE FILOSOFÍA,"CENTRO CULTURAL DE MEXICALI, SEMINARIO DIOCESANO",40
BAJA CALIFORNIA,INSTITUTO SUPERIOR DE GASTRONOMÍA Y NUTRICIÓN,INSTITUTO SUPERIOR DE GASTRONOMÍA Y NUTRICIÓN,204
BAJA CALIFORNIA,INSTITUTO SUPERIOR DE INVESTIGACION Y POSGRADO DE BAJA CALIFORNIA,INSTITUTO SUPERIOR DE INVESTIGACION Y POSGRADO DE BAJA CALIFORNIA,2
BAJA CALIFORNIA,INSTITUTO SUPERIOR EDUCATIVO,INSTITUTO SUPERIOR EDUCATIVO,55
BAJA CALIFORNIA,INSTITUTO TÉCNICO AMERICANO,INSTITUTO TÉCNICO AMERICANO,109
BAJA CALIFORNIA,INSTITUTO TECNOLÓGICO DE ENSENADA,INSTITUTO TECNOLÓGICO  DE ENSENADA,"2,619"
BAJA CALIFORNIA,"INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN, A.C.",INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN - CAMPUS MEXICALI,38
BAJA CALIFORNIA,INSTITUTO TECNOLÓGICO DE MEXICALI,INSTITUTO TECNOLÓGICO MEXICALI,"4,190"
BAJA CALIFORNIA,INSTITUTO TECNOLÓGICO DE TIJUANA,INSTITUTO TECNOLÓGICO TIJUANA,"12,148"
BAJA CALIFORNIA,INSTITUTO TIJUANA,INSTITUTO TIJUANA,269
BAJA CALIFORNIA,INSTITUTO UNIVERSITARIO ALTUM VERUM,INSTITUTO UNIVERSITARIO ALTUM VERUM,94
BAJA CALIFORNIA,INSTITUTO UNIVERSITARIO DE ENSENADA,INSTITUTO UNIVERSITARIO DE ENSENADA,361
BAJA CALIFORNIA,INSTITUTO UNIVERSITARIO DEL CENTRO DE MÉXICO,INSTITUTO UNIVERSITARIO DEL CENTRO DE MÉXICO - CAMPUS ENSENADA,42
BAJA CALIFORNIA,INSTITUTO UNIVERSITARIO DEL CENTRO DE MÉXICO,INSTITUTO UNIVERSITARIO DEL CENTRO DE MÉXICO - CAMPUS MEXICALI,114
BAJA CALIFORNIA,INSTITUTO UNIVERSITARIO DEL CENTRO DE MÉXICO,INSTITUTO UNIVERSITARIO DEL CENTRO DE MÉXICO - CAMPUS TIJUANA,17
BAJA CALIFORNIA,INSTITUTO UNIVERSITARIO METROPOLITANO,INSTITUTO UNIVERSITARIO METROPOLITANO - CAMPUS MEXICALI,140
BAJA CALIFORNIA,INSTITUTO UNIVERSITARIO SANTILLANA DEL MAR,INSTITUTO UNIVERSITARIO SANTILLANA DEL MAR,14
BAJA CALIFORNIA,NORMAL EXPERIMENTAL MAESTRO RAFAEL RAMÍREZ,NORMAL EXPERIMENTAL MAESTRO RAFAEL RAMÍREZ,197
BAJA CALIFORNIA,SEMINARIO DIOCESANO DE TIJUANA,SEMINARIO DIOCESANO DE TIJUANA,68
BAJA CALIFORNIA,TECNOLÓGICO DE BAJA CALIFORNIA,TECNOLÓGICO DE BAJA CALIFORNIA CAMPUS ENSENADA,90
BAJA CALIFORNIA,TECNOLÓGICO DE BAJA CALIFORNIA,TECNOLÓGICO DE BAJA CALIFORNIA CAMPUS TIJUANA,94
BAJA CALIFORNIA,UNIDAD 022 DE LA UNIVERSIDAD PEDAGÓGICA NACIONAL,UNIDAD SEAD 022 DE LA UNIVERSIDAD PEDAGÓGICA NACIONAL,206
BAJA CALIFORNIA,UNIDAD 022 DE LA UNIVERSIDAD PEDAGÓGICA NACIONAL,UNIDAD UPN TIJUANA (024) SUBSEDE ENSENADA,105
BAJA CALIFORNIA,UNIDAD 022 DE LA UNIVERSIDAD PEDAGÓGICA NACIONAL,UNIDAD UPN TIJUANA (025) SUBSEDE SAN QUINTÍN,62
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,CENTRO DE CIENCIAS DE LA SALUD,"2,732"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,CENTRO DE INGENIERÍA Y TECNOLOGÍA,"2,866"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,ESCUELA DE CIENCIAS DE LA SALUD,"1,029"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,ESCUELA DE DEPORTES,582
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,ESCUELA DE ENOLOGÍA Y GASTRONOMÍA,476
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,ESCUELA DE INGENIERÍA Y NEGOCIOS GUADALUPE VICTORIA,277
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE ARQUITECTURA Y DISEÑO,"1,381"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE ARTES,420
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE ARTES ENSENADA,245
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE ARTES TIJUANA,411
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE CIENCIAS,823
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE CIENCIAS ADMINISTRATIVAS,"5,082"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,"4,661"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE CIENCIAS HUMANAS,"2,286"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE CIENCIAS MARINAS,726
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE CIENCIAS QUÍMICAS E INGENIERÍA,"3,126"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE CIENCIAS SOCIALES Y POLÍTICAS,"1,086"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,"4,369"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE DEPORTES,"1,244"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE DERECHO,"6,771"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE ECONOMÍA Y RELACIONES INTERNACIONALES,"1,646"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE ENFERMERÍA,"1,167"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES,"2,424"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE IDIOMAS,716
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE IDIOMAS ENSENADA,457
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE IDIOMAS TIJUANA,"1,046"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE INGENIERÍA,"4,533"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE INGENIERÍA Y NEGOCIOS,"1,140"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE INGENIERÍA Y NEGOCIOS SAN QUINTÍN,576
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,"FACULTAD DE INGENIERÍA, ARQUITECTURA Y DISEÑO","2,282"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE MEDICINA,"1,286"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE MEDICINA Y PSICOLOGÍA,"1,872"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE ODONTOLOGÍA,"2,199"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE PEDAGOGÍA E INNOVACIÓN EDUCATIVA,828
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,FACULTAD DE TURISMO Y MERCADOTECNIA,"1,636"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,INSTITUTO DE CIENCIAS AGRÍCOLAS,656
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,INSTITUTO DE INGENIERÍA,377
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,INSTITUTO DE INVESTIGACIÓN Y DESARROLLO EDUCATIVO,46
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,INSTITUTO DE INVESTIGACIONES CULTURALES - MUSEO,19
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,INSTITUTO DE INVESTIGACIONES EN CIENCIAS VETERINARIAS,719
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,INSTITUTO DE INVESTIGACIONES HISTÓRICAS,18
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,INSTITUTO DE INVESTIGACIONES OCEANOLOGICAS,31
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,INSTITUTO DE INVESTIGACIONES SOCIALES,15
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE DURANGO A.C.,UNIVERSIDAD AUTÓNOMA DE DURANGO - CAMPUS ENSENADA,718
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE DURANGO A.C.,UNIVERSIDAD AUTÓNOMA DE DURANGO - CAMPUS MEXICALI,"1,864"
BAJA CALIFORNIA,UNIVERSIDAD AUTÓNOMA DE DURANGO A.C.,UNIVERSIDAD AUTÓNOMA DE DURANGO - CAMPUS TIJUANA,"1,257"
BAJA CALIFORNIA,UNIVERSIDAD DE ESTUDIOS AVANZADOS,UNIVERSIDAD DE ESTUDIOS AVANZADOS - CAMPUS MEXICALI,491
BAJA CALIFORNIA,UNIVERSIDAD DE ESTUDIOS AVANZADOS,UNIVERSIDAD DE ESTUDIOS AVANZADOS - CAMPUS TIJUANA PLANTEL ALAMAR,706
BAJA CALIFORNIA,UNIVERSIDAD DE ESTUDIOS AVANZADOS,UNIVERSIDAD DE ESTUDIOS AVANZADOS - CAMPUS TIJUANA PLANTEL EL FLORIDO,"1,597"
BAJA CALIFORNIA,"UNIVERSIDAD DE LAS CALIFORNIAS INTERNACIONAL, S.C.","UNIVERSIDAD DE LAS CALIFORNIAS INTERNACIONAL, S.C.","2,001"
BAJA CALIFORNIA,UNIVERSIDAD DE TIJUANA CUT,UNIVERSIDAD DE TIJUANA CUT - CAMPUS ENSENADA,116
BAJA CALIFORNIA,UNIVERSIDAD DE TIJUANA CUT,UNIVERSIDAD DE TIJUANA CUT - CAMPUS MEXICALI,24
BAJA CALIFORNIA,UNIVERSIDAD DE TIJUANA CUT,UNIVERSIDAD DE TIJUANA CUT - CAMPUS SAN QUINTÍN,212
BAJA CALIFORNIA,UNIVERSIDAD DE TIJUANA CUT,UNIVERSIDAD DE TIJUANA CUT - CAMPUS TIJUANA,"2,836"
BAJA CALIFORNIA,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,UNIVERSIDAD DEL DESARROLLO PROFESIONAL - PLANTEL  TIJUANA,"1,529"
BAJA CALIFORNIA,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,UNIVERSIDAD DEL DESARROLLO PROFESIONAL - PLANTEL ENSENADA,357
BAJA CALIFORNIA,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,UNIVERSIDAD DEL DESARROLLO PROFESIONAL - PLANTEL MEXICALI,279
BAJA CALIFORNIA,UNIVERSIDAD DEL VALLE DE MÉXICO,UNIVERSIDAD DEL VALLE DE MÉXICO - CAMPUS MEXICALI,720
BAJA CALIFORNIA,UNIVERSIDAD ESTATAL DE ESTUDIOS PEDAGÓGICOS,UNIVERSIDAD ESTATAL DE ESTUDIOS PEDAGÓGICOS,552
BAJA CALIFORNIA,UNIVERSIDAD IBEROAMERICANA - CIUDAD DE MÉXICO,UNIVERSIDAD IBEROAMERICANA - CAMPUS TIJUANA,794
BAJA CALIFORNIA,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS ENSENADA,733
BAJA CALIFORNIA,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO - CAMPUS TIJUANA,968
BAJA CALIFORNIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,CENTRO DE NANOCIENCIAS Y NANOTECNOLOGÍA,118
BAJA CALIFORNIA,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 21 MEXICALI,UNIDAD SEAD 21,263
BAJA CALIFORNIA,UNIVERSIDAD POLITÉCNICA DE BAJA CALIFORNIA,UNIVERSIDAD POLITÉCNICA DE BAJA CALIFORNIA,"1,604"
BAJA CALIFORNIA,UNIVERSIDAD ROSARITENSE,UNIVERSIDAD ROSARITENSE,182
BAJA CALIFORNIA,UNIVERSIDAD SAMANN DE JALISCO,UNIVERSIDAD SAMANN DE JALISCO,98
BAJA CALIFORNIA,UNIVERSIDAD TECNOLÓGICA DE TIJUANA,UNIVERSIDAD TECNOLÓGICA DE TIJUANA,"4,072"
BAJA CALIFORNIA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS ENSENADA,"1,059"
BAJA CALIFORNIA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS MEXICALI,"1,826"
BAJA CALIFORNIA,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS,UNIVERSIDAD VIZCAYA DE LAS AMÉRICAS - CAMPUS TIJUANA,351
BAJA CALIFORNIA,UNIVERSITAS INSTITUTO SUPERIOR,UNIVERSITAS INSTITUTO SUPERIOR,24
BAJA CALIFORNIA,"UNUS, CENTRO DE ESTUDIOS UNIVERSITARIOS","UNUS, CENTRO DE ESTUDIOS UNIVERSITARIOS",326
BAJA CALIFORNIA,CENTRO DE ESTUDIOS SUPERIORES DE LA FRONTERA UNIFRONT,CENTRO DE ESTUDIOS SUPERIORES DE LA FRONTERA UNIFRONT,408
BAJA CALIFORNIA,INSTITUCIÓN CÓDIGO VERDUGO,INSTITUCIÓN CÓDIGO VERDUGO,16
BAJA CALIFORNIA,INSTITUTO SUPERIOR DE TECNOLOGÍA Y EDUCACIÓN PROFESIONAL,INSTITUTO SUPERIOR DE TECNOLOGÍA Y EDUCACIÓN PROFESIONAL,9
BAJA CALIFORNIA,UNIVERSITARIO TECNOLÓGICO UNIVERSITAM,UNIVERSITARIO TECNOLÓGICO UNIVERSITAM,105
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - MEXICALI,65
BAJA CALIFORNIA,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE,CENTRO DE ESTUDIOS UNIVERSITARIOS DEL NUEVO OCCIDENTE - TIJUANA,109
BAJA CALIFORNIA SUR,ACADEMIA DE ARTE CULINARIA INTERNACIONAL,ACADEMIA DE ARTE CULINARIA INTERNACIONAL,61
BAJA CALIFORNIA SUR,BENEMÉRITA ESCUELA NORMAL URBANA PROF. DOMINGO CARBALLO FÉLIX,BENEMÉRITA ESCUELA NORMAL URBANA PROFR. DOMINGO CARBALLO FÉLIX,472
BAJA CALIFORNIA SUR,C.R.E.N. MARCELO RUBIO RUIZ,C.R.E.N. MARCELO RUBIO RUIZ,263
BAJA CALIFORNIA SUR,"CENTRO DE INVESTIGACIONES BIOLÓGICAS DEL NOROESTE, S.C.","CENTRO DE INVESTIGACIONES BIOLÓGICAS DEL NOROESTE, S.C.",149
BAJA CALIFORNIA SUR,CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL DE LA PAZ,CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL DE LA PAZ,19
BAJA CALIFORNIA SUR,ESCUELA SUPERIOR DE CULTURA FÍSICA DEL ESTADO DE BAJA CALIFORNIA SUR,ESCUELA SUPERIOR DE CULTURA FÍSICA DEL ESTADO DE BAJA CALIFORNIA SUR,101
BAJA CALIFORNIA SUR,INSTITUTO CULTURAL TECNOLÓGICO CUINCACALLI,INSTITUTO CULTURAL TECNOLÓGICO CUINCACALLI,115
BAJA CALIFORNIA SUR,INSTITUTO POLITÉCNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE CIENCIAS MARINAS,138
BAJA CALIFORNIA SUR,INSTITUTO SUDCALIFORNIANO DE ESTUDIOS SUPERIORES,INSTITUTO SUDCALIFORNIANO DE ESTUDIOS SUPERIORES,19
BAJA CALIFORNIA SUR,INSTITUTO TECNOLÓGICO DE ESTUDIOS SUPERIORES DE LOS CABOS,INSTITUTO TECNOLÓGICO DE ESTUDIOS SUPERIORES DE LOS CABOS,"2,763"
BAJA CALIFORNIA SUR,"INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN, A.C.",INSTITUTO TECNOLÓGICO DE LA CONSTRUCCIÓN - LA PAZ,45
BAJA CALIFORNIA SUR,INSTITUTO TECNOLÓGICO DE LA PAZ,INSTITUTO TECNOLÓGICO DE LA PAZ,"3,726"
BAJA CALIFORNIA SUR,INSTITUTO TECNOLÓGICO SUPERIOR DE CIUDAD CONSTITUCIÓN,INSTITUTO TECNOLÓGICO SUPERIOR DE CIUDAD CONSTITUCIÓN,"1,258"
BAJA CALIFORNIA SUR,INSTITUTO TECNOLÓGICO SUPERIOR DE MULEGÉ,INSTITUTO TECNOLÓGICO SUPERIOR DE MULEGÉ,560
BAJA CALIFORNIA SUR,SISTEMA DE EDUCACIÓN E INVESTIGACIÓN UNIVERSITARIA A.C.,UNIVERSIDAD MUNDIAL,"2,221"
BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR,ÁREA DE CIENCIAS AGROPECUARIAS,862
BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR,ÁREA DE CIENCIAS DEL MAR,"1,988"
BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR,ÁREA INTERDISCIPLINARIA DE CIENCIAS SOCIALES Y HUMANIDADES,"4,148"
BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR CAMPUS CABO SAN LUCAS,935
BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR CAMPUS CIUDAD INSURGENTES,43
BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR CAMPUS GUERRERO NEGRO,63
BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA SUR CAMPUS LORETO,46
BAJA CALIFORNIA SUR,UNIVERSIDAD DE TIJUANA CUT,UNIVERSIDAD DE TIJUANA CUT - CAMPUS LA PAZ,396
BAJA CALIFORNIA SUR,UNIVERSIDAD DE TIJUANA CUT,UNIVERSIDAD DE TIJUANA CUT - CAMPUS LOS CABOS,122
BAJA CALIFORNIA SUR,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,UNIVERSIDAD DEL DESARROLLO PROFESIONAL - PLANTEL CABO SAN LUCAS,200
BAJA CALIFORNIA SUR,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,UNIVERSIDAD DEL DESARROLLO PROFESIONAL - PLANTEL LA PAZ,199
BAJA CALIFORNIA SUR,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,UNIVERSIDAD DEL DESARROLLO PROFESIONAL - PLANTEL LOS CABOS,141
BAJA CALIFORNIA SUR,UNIVERSIDAD DEL GOLFO DE CALIFORNIA,UNIVERSIDAD DEL GOLFO DE CALIFORNIA - PLANTEL CENTRO,"1,095"
BAJA CALIFORNIA SUR,UNIVERSIDAD INTERNACIONAL DE LA PAZ,UNIVERSIDAD INTERNACIONAL DE LA PAZ,572
BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A SUBSEDE CABO SAN LUCAS,108
BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A SUBSEDE COMONDU,259
BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A SUBSEDE GUERRERO NEGRO,83
BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A SUBSEDE LA PAZ,270
BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A SUBSEDE LOS CABOS,145
BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A BAJA CALIFORNIA SUR,UNIVERSIDAD PEDAGÓGICA NACIONAL - UNIDAD 03A SUBSEDE VIZCAÍNO,58
BAJA CALIFORNIA SUR,UNIVERSIDAD TECNOLÓGICA DE LA PAZ,UNIVERSIDAD TECNOLÓGICA DE LA PAZ,702
BAJA CALIFORNIA SUR,ESCUELA NORMAL SUPERIOR DEL ESTADO DE BAJA CALIFORNIA SUR PROFESOR ENRIQUE ESTRADA LUCERO,ESCUELA NORMAL SUPERIOR DEL ESTADO DE BAJA CALIFORNIA SUR PROFESOR ENRIQUE ESTRADA LUCERO - CIUDAD CONSTITUCIÓN,298
BAJA CALIFORNIA SUR,ESCUELA NORMAL SUPERIOR DEL ESTADO DE BAJA CALIFORNIA SUR PROFESOR ENRIQUE ESTRADA LUCERO,ESCUELA NORMAL SUPERIOR DEL ESTADO DE BAJA CALIFORNIA SUR PROFESOR ENRIQUE ESTRADA LUCERO - SEDE LA PAZ,539
BAJA CALIFORNIA SUR,ESCUELA NORMAL SUPERIOR DEL ESTADO DE BAJA CALIFORNIA SUR PROFESOR ENRIQUE ESTRADA LUCERO,ESCUELA NORMAL SUPERIOR DEL ESTADO DE BAJA CALIFORNIA SUR PROFESOR ENRIQUE ESTRADA LUCERO - SEDE SAN JOSÉ,149
BAJA CALIFORNIA SUR,UNIVERSIDAD NAVAL DE LA SECRETARÍA DE MARINA,ESCUELA DE AVIACIÓN NAVAL,11
CAMPECHE,CENTRO AMERICANO DE ESTUDIOS SUPERIORES,CENTRO AMERICANO DE ESTUDIOS SUPERIORES,85
CAMPECHE,CENTRO DE ESTUDIOS CLÍNICA E INVESTIGACIÓN PSICOLÓGICA,CENTRO DE ESTUDIOS CLÍNICA E INVESTIGACIÓN PSICOLÓGICA,237
CAMPECHE,CENTRO DE ESTUDIOS SUPERIORES DEL SURESTE,CENTRO DE ESTUDIOS SUPERIORES DEL SURESTE. CAMPUS CAMPECHE,232
